Experiment,Particle,E1,pt1,eta1,phi1
167,j,24860.8,24618.3,-0.0284197,1.62645
168,j,651348,134866,-2.25658,0.853245
169,j,117886,111806,0.303766,2.4136
172,j,115335,55952.7,1.34536,2.67037
173,j,397080,207970,1.25758,-3.06892
175,j,26343.2,24835,0.344954,0.0882259
177,j,175802,146837,-0.602362,-0.323943
178,j,482282,222482,1.40704,1.02765
180,j,69345.6,62637.6,-0.436013,0.969521
181,j,167645,112466,0.948638,1.35002
184,j,127329,45429.6,-1.6871,-1.43397
185,j,1.47688e+06,38177.5,4.34842,-1.56552
186,j,36818.5,28987.1,-0.719458,1.79841
187,j,181751,75770.9,-1.51566,0.0278634
188,j,334719,34187.2,2.97171,1.93934
189,j,76011.1,63173.2,-0.617454,1.13724
191,j,161212,47538.9,-1.88913,-2.97895
192,j,121322,98361.1,0.628415,-1.64983
195,j,480555,50343.5,-2.94621,1.47214
196,j,46823.4,32234.5,-0.911391,-2.82904
197,j,24585.7,24098.9,0.0781849,-1.70427
198,j,50273.8,46507.3,-0.392433,0.330716
200,j,262616,45429.4,2.43901,1.81055
201,j,215466,198468,0.40153,1.8525
205,j,134730,41575.4,-1.8422,-0.867577
206,j,139750,136652,0.204087,-0.0968337
207,j,67894.3,39664.2,1.12195,2.7832
208,j,110974,74955.6,0.930827,-3.04013
210,j,34071.4,32326.2,0.169765,2.30373
211,j,290672,100693,-1.7207,1.62916
212,j,129960,116119,0.446507,-1.18758
213,j,300665,46351.3,-2.5565,2.53142
214,j,40374,38013.3,-0.325255,-1.79781
215,j,410377,202384,1.32949,-0.985221
216,j,105138,90909.1,-0.457165,-1.7567
217,j,505500,45655.7,-3.09531,2.83617
219,j,530069,157286,1.88442,-1.44007
221,j,34875,33679.3,0.248003,2.12889
223,j,48011.2,27909.7,1.13384,0.763352
224,j,55420.8,48463.8,0.522519,-2.83955
225,j,67759.9,60614.7,0.464181,-1.72919
226,j,65786.6,58262.5,0.484252,3.12296
227,j,197962,177342,-0.461623,2.19831
228,j,219431,171069,-0.729004,0.893984
229,j,46221,45016,0.181803,-0.612354
231,j,90245.2,40387.1,1.43799,2.23249
233,j,50644.4,49495.3,0.157517,-1.74506
235,j,125480,73798.1,1.10586,-1.28694
236,j,627689,354652,-1.17113,2.8757
237,j,68586.1,49777.3,0.829482,-2.21343
239,j,647015,31798.3,-3.70548,-2.32135
241,j,74223.5,29364.6,-1.57188,-2.44327
242,j,192115,174270,-0.443694,-2.19598
243,j,473034,82423.7,2.43178,-2.88625
246,j,354162,242023,-0.926818,0.403118
247,j,103145,26874.2,-2.01955,-3.0506
248,j,70986.5,38435.6,-1.22204,-1.06509
249,j,35948.8,28506.7,-0.704403,-1.48281
250,j,363771,69362.2,2.34084,0.0654632
252,j,88961.1,85093.4,-0.226877,1.77872
256,j,125173,114324,0.425071,0.44072
257,j,93982.5,69577.1,-0.797952,0.640806
259,j,601272,33425.3,3.58199,-0.144344
260,j,81528.2,65875.1,-0.663185,1.34208
262,j,63101.6,54178.9,0.552103,1.24121
263,j,311991,185449,1.10462,0.170326
264,j,265524,95551.7,-1.67935,-1.08373
265,j,254083,43144.7,2.45843,-2.91304
266,j,1.35939e+06,73840.1,3.60525,-0.538866
267,j,289007,182561,-1.03145,0.988316
268,j,80104.7,28939.5,-1.67201,-0.34467
269,j,191874,59474,-1.83714,-2.79022
270,j,69889.5,52192.1,-0.796126,-0.865093
271,j,108073,36727.3,1.73847,0.959812
272,j,512754,40702.7,-3.22497,-1.65136
273,j,45279.6,42994.4,-0.260699,-2.03477
274,j,38848.4,26200.4,-0.94117,-0.973002
275,j,675539,48728.9,3.32104,-0.959104
276,j,196655,130521,-0.967173,-0.552138
277,j,28681.1,25877.9,-0.452962,-0.985584
278,j,581662,101090,-2.43515,-0.821788
282,j,259517,50181.2,-2.32649,1.10489
283,j,453870,162543,1.68378,-2.26522
284,j,119831,82296.5,0.915693,-0.323689
285,j,178262,153546,-0.556544,-1.19241
286,j,144318,27740.2,2.3327,2.2234
287,j,40353.7,31855.6,0.706268,1.6271
288,j,96912.6,94500.5,-0.199884,2.5679
289,j,665932,645145,0.24967,-2.03051
292,j,198679,153955,0.737906,1.59426
296,j,95201.5,92058.5,-0.216686,-1.19701
297,j,144985,137486,-0.317858,2.34498
298,j,54251.5,42212.3,0.736874,-0.950752
299,j,206528,200698,0.190684,0.9683
301,j,46846.3,37896.7,-0.652,1.98981
303,j,395351,74112.9,-2.35817,-0.6783
304,j,173609,97748.2,1.16605,-0.769511
305,j,183841,179627,0.163295,1.58765
306,j,260168,41263.1,-2.5275,0.00402911
308,j,419999,34199.3,-3.19947,0.089341
311,j,98866.1,29844.8,-1.86529,-2.36483
313,j,67900.6,65933.4,0.210264,-2.37058
314,j,175461,26281.8,-2.58564,2.78412
315,j,90809.2,73614.3,0.661212,-1.99829
316,j,99431,95570.9,-0.193923,-0.113681
317,j,311645,33902.8,2.90817,-0.152912
320,j,261473,114534,1.46454,0.466439
321,j,1.20309e+06,63807.4,-3.6292,-2.7153
324,j,37834.8,33600.6,0.466594,0.39447
325,j,791108,151498,2.33667,-1.39269
326,j,204003,40114.4,2.30781,-1.31654
328,j,141277,139831,0.128229,-0.0325242
329,j,80735.6,76295,-0.310569,0.846605
330,j,207448,203786,-0.176653,2.04189
332,j,174777,154003,0.503819,1.01371
333,j,489286,144693,1.88817,-0.620444
334,j,71280.1,70789,-0.0170855,1.82766
336,j,53893.2,34293.6,1.01919,1.28461
337,j,703065,134369,2.33823,-0.586498
338,j,120884,23729.8,-2.31082,-0.23644
339,j,300426,183371,1.0737,2.78113
340,j,124002,120225,-0.154144,0.13494
341,j,69905.9,57745.7,0.625798,0.885244
342,j,328577,114343,1.71119,2.30349
343,j,958268,74336.8,-3.24811,-2.32434
345,j,426987,53160.5,2.77263,-1.12473
350,j,141552,113868,0.677051,-1.62437
352,j,34597.1,24904.5,0.828871,0.540122
354,j,202469,192976,0.278513,0.266772
355,j,142696,49191.3,-1.72554,0.863632
357,j,206308,29309.9,-2.63834,-2.2504
359,j,69823,66259.5,-0.285531,-2.37623
360,j,528449,94949.6,-2.40139,0.783652
361,j,44046.7,43115.3,0.0527514,0.220467
362,j,94499.3,67265.6,-0.85942,-0.620601
363,j,1.68618e+06,136292,-3.20679,2.50389
364,j,323660,182964,-1.16287,-2.22988
368,j,399533,136381,-1.73542,-2.34114
369,j,99788.6,37440.9,-1.63092,-0.913524
370,j,238574,186120,0.710576,-0.347457
373,j,290375,136807,-1.38096,-2.68462
374,j,39520.4,35286,0.47609,-2.29537
375,j,258563,37840.9,-2.60876,-0.345254
376,j,199674,35852,2.40046,-1.71388
379,j,414308,75309,2.38824,1.72198
380,j,59528.6,58417.3,0.112204,1.31588
381,j,41246.8,40528,-0.0376444,2.5171
383,j,471932,52423,-2.88745,-0.493521
384,j,645164,68108.2,2.93846,1.14407
385,j,890557,78715.6,3.11713,-1.56414
386,j,728894,31653.2,3.82927,0.953744
387,j,178490,88972,1.31301,2.42797
389,j,93824.2,89767.6,0.283855,-2.71899
391,j,376588,169400,1.43624,1.54355
392,j,164238,162701,-0.0644931,2.51198
393,j,240500,77044.6,1.80246,2.78894
394,j,36088.5,33080.1,0.421738,-2.16285
396,j,118911,74070.6,1.04661,1.99921
397,j,584021,91808.6,2.5366,-0.439833
398,j,60879.6,55038.3,-0.436533,2.27639
399,j,153771,147783,0.256149,-2.12678
400,j,68027.8,23499.7,1.72283,0.871601
401,j,735529,88318.9,-2.80872,1.27318
402,j,327897,188882,-1.13488,-0.96436
403,j,96043.1,42917.7,-1.44268,2.32694
405,j,31687.1,31141.2,-0.0834704,-1.69649
406,j,762142,45490.9,3.51074,1.90695
407,j,147585,48570.8,-1.77365,0.649174
409,j,53355,33145.4,-1.05359,0.236927
410,j,224999,75934.7,-1.74642,1.74275
413,j,180993,128999,0.855464,-1.00606
415,j,154927,99442.8,-1.00801,2.13336
418,j,289063,114121,-1.5783,-1.49928
419,j,332543,134879,-1.54344,1.68206
420,j,174252,142839,0.637083,-0.345647
421,j,152889,60110.8,-1.58373,-0.100414
422,j,181075,48572.1,-1.98858,-2.38036
423,j,326152,28368.3,-3.13313,1.04981
425,j,73484.1,71804.6,-0.132006,1.78005
427,j,172716,135083,-0.685631,-2.00712
428,j,237349,49560.1,-2.24615,0.490079
430,j,68090.9,62323.7,0.374817,2.18503
431,j,65808.8,23941,-1.66416,0.0493216
432,j,63432.5,59863.8,0.295754,-2.50685
433,j,40678.3,30891.3,0.771829,-1.01603
434,j,105811,27687.4,2.0156,-0.0136924
435,j,535550,70010.2,-2.72318,-1.99368
436,j,228277,196406,0.467726,-1.9594
437,j,313398,106322,-1.74169,-1.27405
438,j,68413.4,62130.9,0.430599,1.52226
439,j,159460,133489,0.581184,-1.07762
440,j,388887,44004.3,-2.86879,-0.588899
441,j,115342,79968.1,-0.90276,1.28918
442,j,96028.5,44699.5,1.39587,0.606352
445,j,303100,43346.1,-2.63227,-2.99255
446,j,55281.9,32437.9,1.11805,-2.71074
447,j,94086.8,50228.5,-1.232,0.836005
449,j,80837.2,77657.8,0.273021,0.778797
450,j,156902,28227.2,-2.39991,-2.43143
451,j,891607,76255.6,-3.15015,0.0926319
453,j,94034.8,93176.9,0.0748445,2.79664
454,j,1.02005e+06,213428,2.24624,0.14521
455,j,242741,87963.7,1.66897,0.688283
458,j,42998.9,40276.6,0.343923,0.505473
459,j,26538.4,25050.2,-0.340605,-0.32666
460,j,387319,121132,1.82542,1.86664
461,j,29559.8,28043.7,0.315483,1.98144
462,j,304565,233926,0.753389,-2.94824
463,j,430533,94358,2.19773,1.82758
464,j,555630,92103.2,2.48296,1.97256
467,j,317612,46189.7,2.61528,-0.713517
470,j,186851,111637,1.09907,1.45732
471,j,343057,231823,-0.937924,-1.61787
472,j,62976.2,62050.8,-0.126933,2.63105
473,j,150666,36200.6,-2.10341,2.9111
474,j,461235,40138.7,-3.13275,-2.36107
475,j,205783,63499.2,1.84154,0.722217
476,j,928275,143722,2.55202,1.36337
477,j,47979,23755.6,-1.32254,1.12771
478,j,790679,140488,2.41246,2.4791
480,j,975674,183519,2.35492,-1.29747
482,j,523873,97249.2,2.36817,-0.218623
483,j,282667,249353,0.509239,1.59322
485,j,373388,73139.3,-2.31316,2.67393
486,j,54972.6,32059.8,-1.12537,1.83772
487,j,250887,28165.7,-2.8765,-0.43624
488,j,70360.9,35617.8,-1.28719,-0.762969
489,j,137309,46807.1,-1.73277,-2.32259
490,j,54492.2,50136,0.384812,-1.25911
491,j,2.39837e+06,226413,3.05092,1.32409
492,j,185374,67160.6,-1.67085,0.178375
493,j,210972,66523.8,1.81977,-2.7769
496,j,63158.1,52414.8,0.626374,1.85745
497,j,297257,256540,-0.509434,-2.59871
498,j,194336,174899,-0.456876,-1.47733
499,j,134635,29404.5,2.20161,-3.0815
500,j,222720,69574.2,-1.82931,-2.47823
501,j,494948,60980.7,2.78298,2.24364
503,j,102777,41180.3,1.56001,-2.82238
504,j,426287,186014,-1.45989,1.71361
505,j,150859,70202.9,1.38783,-2.47759
506,j,377969,114751,1.86031,-0.250051
507,j,74914.1,51193.2,-0.918733,-1.66404
508,j,124006,51843.3,-1.51273,-1.60564
511,j,553135,86064.7,-2.54735,-1.52969
512,j,93198,88872.6,0.280015,-0.692601
513,j,380239,82484.1,-2.20779,2.01071
514,j,323854,92609.5,-1.92342,-1.14197
515,j,256436,174585,0.917479,2.31063
516,j,64524,26874.2,-1.51903,-2.38949
517,j,228655,62699.4,1.96468,-0.517739
518,j,509272,106545,-2.24636,-1.97702
519,j,456711,123010,1.9859,-1.81864
520,j,63036,61827.5,0.160927,-2.71419
521,j,61447.1,35655,1.13474,2.50311
522,j,395677,150375,-1.62143,-1.18657
523,j,120865,115908,-0.233812,0.337633
524,j,38748.1,32607.8,-0.56779,0.157794
525,j,191489,156777,-0.615735,-1.63974
526,j,26236.8,25632.4,0.165704,-0.742234
528,j,58761.1,51331.2,-0.494053,-0.348907
529,j,59536.1,37095.6,-1.04376,-0.467774
530,j,337035,185158,-1.18769,-3.05963
531,j,153815,25893.3,-2.46718,-0.797828
532,j,794809,192708,2.09306,2.89562
533,j,332235,55628.2,2.47291,2.80344
536,j,53430.8,46685.3,-0.515101,0.7041
537,j,99268.8,81704.9,0.618121,-2.98297
538,j,118528,85279.3,0.854104,1.71098
539,j,213649,80903.3,1.62387,-1.77451
540,j,336689,30021.8,-3.10794,-2.57176
541,j,273866,36923.8,2.69184,0.377352
542,j,210117,56815.5,1.97856,1.5265
545,j,189725,135771,0.860629,1.76465
547,j,151399,51996.7,1.72642,0.549844
548,j,843997,178396,2.23517,1.40732
550,j,356634,152727,1.49035,0.825992
551,j,1.18199e+06,56350.1,3.7358,-1.13668
552,j,183666,107425,-1.12529,0.398876
554,j,73141.5,54364.9,0.801109,0.196632
555,j,126725,50517.8,-1.56285,2.34585
556,j,671028,189554,-1.93572,-3.07709
557,j,257653,249348,-0.161202,-1.92856
558,j,457147,77441,-2.46089,1.42318
559,j,163941,62672.4,-1.61173,-1.75762
560,j,89801.5,79613.7,-0.486569,3.08625
561,j,136776,64175.1,1.37961,2.96564
562,j,69567.8,35451.8,1.29406,2.1174
563,j,71836.2,61886,-0.541303,-0.817082
565,j,1.26144e+06,58134.9,3.7697,0.854779
569,j,375834,30758.8,3.1942,-0.251708
570,j,142134,76867.9,-1.22382,-2.2118
571,j,330723,109859,1.76489,-0.947164
572,j,91126.5,84439.6,0.365165,2.48394
574,j,194002,31498.5,2.50346,-0.20689
576,j,39349.9,36590.7,0.314821,2.49793
578,j,191068,188319,-0.100535,-2.14087
579,j,38782.2,33544.4,0.537495,-2.67308
580,j,144441,69965.3,-1.35266,-1.82625
581,j,174570,69059.3,-1.57423,-0.0522139
582,j,100198,37447.5,-1.63767,-0.320019
584,j,93893.2,63397.6,-0.942091,1.03379
586,j,1.17364e+06,186795,2.52427,2.37879
587,j,373783,152449,1.5438,-1.67517
588,j,76505.6,60973,-0.683772,-1.82974
589,j,248407,86352.9,1.7158,-2.04081
591,j,144297,29924.7,-2.25427,2.19665
592,j,256526,30460.3,2.81983,-1.83891
596,j,112333,110934,0.0451883,-2.37998
597,j,193798,143266,-0.795841,-2.34529
598,j,76909.8,75268.9,0.170228,2.85775
599,j,179836,61044.8,1.74241,-1.17662
600,j,341842,36188.1,2.93534,-2.38205
601,j,134933,38611.1,-1.9209,0.0752469
602,j,45514.5,34165,-0.765746,-2.90178
603,j,90482.4,41780.3,-1.39741,0.73646
604,j,196080,145559,0.795031,-2.7724
605,j,199728,114726,1.14563,-0.557309
606,j,150279,149032,-0.0345959,-0.38857
607,j,151940,43650.7,-1.91556,2.6691
608,j,130393,127783,0.108709,2.19879
609,j,103003,91753.1,-0.471297,-0.384923
610,j,770402,403341,-1.26053,-0.791478
611,j,721217,124733,2.43984,0.714168
614,j,83962.7,32018.1,1.61284,1.81234
615,j,206912,93514.4,1.42846,0.565316
617,j,150081,98450.4,0.982679,-1.48035
618,j,41823.4,41176.2,0.0526506,2.22939
619,j,65259.6,33478,-1.28193,-2.57434
620,j,156686,96688.1,-1.05222,2.01454
624,j,34534.3,31484.8,-0.333348,-0.846178
625,j,143142,138352,0.138165,2.46084
626,j,276100,24173.2,3.12643,-2.13616
629,j,141710,41745.1,-1.89035,0.297914
630,j,86565.3,83845.2,0.0733608,0.329258
632,j,126254,60683.8,-1.35555,-2.54693
633,j,929557,152585,-2.49302,2.81831
634,j,84861.9,72980.1,-0.543731,2.98904
635,j,38631.1,36147.6,0.307801,-2.22818
636,j,125446,117418,-0.351777,-0.959209
637,j,1.36025e+06,110494,3.20179,-0.088961
638,j,933389,134164,-2.62753,2.61364
640,j,259087,52706.8,2.27375,0.997526
641,j,782928,146376,-2.36065,-0.0205939
642,j,81036.7,76381.6,0.339599,-0.793019
644,j,166414,145671,-0.516661,1.13164
645,j,97336.8,73171.9,-0.787773,0.404197
647,j,959355,312616,-1.78609,-1.2976
648,j,133848,27501.5,2.26372,0.995498
649,j,165724,76733.7,-1.40079,3.06964
650,j,228603,70472.1,-1.84296,-1.67917
651,j,119916,71084.9,-1.10364,-0.470786
652,j,48689.2,29147.8,-1.09586,-1.15768
653,j,483062,103047,2.22606,-3.0866
654,j,90910.4,65962.6,0.834247,1.13322
656,j,223818,208417,-0.361374,-1.26865
661,j,174110,34257.4,2.30854,-2.25185
662,j,107249,106618,-0.085007,-2.10702
663,j,698105,165673,2.11643,2.5402
664,j,115170,76698.6,-0.951472,-1.43797
665,j,265787,123328,-1.39943,0.935185
666,j,49440,29793.8,1.07656,-1.5617
667,j,90544.4,74057.3,-0.626737,-2.07645
668,j,284749,103974,-1.6628,-0.806673
670,j,139648,44293.4,-1.81375,-2.12284
671,j,115116,23592.3,-2.26658,0.0383714
672,j,90359.7,75946.6,0.603818,1.58324
674,j,253337,113970,1.4337,-1.34823
675,j,63679.6,47598.2,-0.794892,2.08527
676,j,246049,155912,-1.00917,2.53008
677,j,967899,338517,-1.71018,-0.957363
679,j,77825,77302.9,0.0128999,0.5388
680,j,200062,56922.9,-1.92755,-0.22002
681,j,167881,63809.5,1.61788,1.85311
682,j,688006,155092,-2.16966,2.88082
683,j,650691,139940,2.21543,-0.570369
684,j,62915.7,59920.1,0.273947,-1.71384
685,j,130554,31328.8,-2.10508,-0.99367
686,j,166972,33614.2,-2.28446,-1.65492
689,j,236083,202800,0.476605,2.90938
691,j,155531,69529.1,1.43835,-3.04868
692,j,550187,50633.8,-3.07647,2.35152
693,j,71258.3,70224.3,-0.0912193,-0.8045
694,j,109847,73542.6,-0.954157,-0.354097
695,j,39252.8,29946.6,0.73038,-0.976215
696,j,129863,85853.5,0.964993,-2.91165
699,j,237897,43672.1,2.37833,1.3403
700,j,110041,67410.8,1.06884,-2.12772
701,j,150463,85400.7,-1.15616,-1.08062
702,j,81348,72115.6,0.479778,2.13836
703,j,52143.3,28959.6,-1.18769,-2.63591
705,j,166733,135183,0.653227,-0.87357
706,j,46945.4,43878.2,-0.351344,-0.481556
707,j,1.74512e+06,42396.4,-4.41049,1.65623
709,j,241967,178091,0.817022,-0.0881073
710,j,97094,68026.7,-0.876513,1.3336
711,j,70399,64045.8,-0.4244,0.050803
712,j,193978,46791.6,-2.10003,-2.82821
713,j,98296.3,96713,0.123473,0.234153
714,j,155471,94448.5,-1.0761,1.57186
715,j,164028,30664.4,2.35962,1.27074
717,j,170778,46965.4,1.95874,2.32337
720,j,98916.5,29024.2,-1.89626,-0.759307
721,j,170990,104437,-1.06216,0.513548
724,j,301250,91276.3,-1.8629,2.66282
725,j,489970,59051.5,-2.80506,0.815462
726,j,256905,32468.6,-2.7571,1.89076
727,j,182332,109390,-1.09751,0.0538702
729,j,199940,192325,-0.226544,-0.565768
730,j,122781,60588.1,-1.33106,-1.68106
731,j,128663,87389.3,0.916454,1.99779
733,j,90716.8,86507.9,-0.271136,-0.282267
734,j,85375.2,69195.1,-0.640462,-0.364329
735,j,88410,36156.5,1.54064,2.50974
736,j,219074,52689,2.10257,-2.56257
737,j,204525,168186,0.612139,-1.15553
741,j,319643,254687,0.688568,2.52083
743,j,894758,44673.4,-3.68966,-1.60058
744,j,34540.1,26151.6,0.773033,-0.705179
745,j,805875,272892,1.74421,-2.55084
746,j,589727,37135.7,-3.45699,0.534333
748,j,477327,64325.6,-2.69267,0.560869
749,j,276715,28548,2.96159,2.77198
750,j,223404,217360,0.153685,0.961982
751,j,148864,64094.6,1.48465,-1.46291
752,j,1.40741e+06,40147.4,4.24988,2.28767
753,j,816276,24436.6,4.20156,0.797433
755,j,98002.7,77345.9,0.71204,2.11806
756,j,197969,106645,-1.21602,-1.71323
758,j,144201,100495,-0.89323,-2.07185
759,j,32563.3,25713.7,0.677159,-1.65116
760,j,90599.6,84657.2,0.193605,-2.69093
762,j,56717.1,47094.6,-0.608962,-2.92721
765,j,454368,157614,1.71935,-1.64003
766,j,118572,30039.8,-2.04782,-1.40471
767,j,242031,220730,0.41415,3.02053
768,j,182318,178502,0.125668,-2.32645
769,j,92293.7,90535.7,-0.163909,-0.780133
770,j,206719,184443,0.384123,-2.06062
771,j,236785,178923,-0.780605,-0.597978
772,j,38250.6,27548.7,0.845222,0.988214
773,j,493328,78681.6,2.52167,-0.534411
774,j,158519,132138,-0.567473,-1.83816
775,j,305431,33927.3,-2.88725,2.0736
776,j,267131,62291.6,2.13473,-3.13482
778,j,535684,25140.1,3.75163,-1.80769
779,j,772029,173324,2.17231,3.08537
781,j,345062,29049.1,-3.16571,-2.37679
782,j,526898,67661.2,-2.74113,-0.0681292
783,j,72687.3,72059.1,-0.0452699,-2.24943
785,j,69109.5,64674,-0.334162,2.48887
786,j,56088.3,53217.6,0.303877,-0.0927862
787,j,147234,44526.4,1.864,1.53081
788,j,46564.2,24810.8,-1.23552,-2.35828
789,j,59476.9,39371.8,0.958243,-1.63263
790,j,462434,119358,-2.02972,-0.885245
791,j,499801,49292.8,3.00701,-1.94886
792,j,194676,166653,-0.56492,-2.63438
793,j,53758.5,45840.8,0.564717,-2.68256
794,j,45397.7,42389.9,0.330993,0.308555
795,j,113884,68702.5,1.0873,1.70096
796,j,249877,120782,-1.35156,2.20227
797,j,103499,95834.1,-0.33279,3.05769
798,j,223366,216062,-0.203327,1.40159
799,j,74021.6,60734.7,0.635776,1.02685
800,j,37838,36869.1,0.193998,3.01543
801,j,214046,175102,-0.652074,-1.61046
802,j,216278,59554.7,1.96168,1.54781
803,j,117857,28602.3,2.08925,-1.66614
804,j,223733,115567,1.27566,0.730748
807,j,544341,182783,-1.7532,-2.83445
808,j,119966,62107.8,1.27039,-2.28934
809,j,152533,57936.9,-1.6202,0.93823
810,j,358604,154732,-1.48187,-2.65523
814,j,353211,37418.2,2.93508,2.75255
815,j,138152,137178,-0.0320091,-0.653877
816,j,61763.5,35521.4,-1.14128,-1.95419
817,j,120534,110485,-0.309471,-1.24243
818,j,47374.4,43399.4,0.307943,-2.1995
819,j,79143,74536.9,-0.303376,1.07145
820,j,36819.5,23601.7,0.99761,-1.05302
821,j,30770,29890.9,0.221665,3.02411
822,j,1.03302e+06,24461.7,4.43613,0.918179
823,j,237943,150948,1.00822,-1.37453
824,j,255481,28527.5,-2.88196,-1.46191
825,j,697096,180231,2.02643,-2.74508
826,j,1.14014e+06,57795.7,-3.67445,-0.181721
827,j,109262,38164.8,1.71038,-2.91436
829,j,116698,111349,-0.268249,-1.38806
830,j,39897.5,24054.7,-1.07012,1.10096
831,j,78404.4,78142,-0.0399738,0.688866
832,j,393781,28169,-3.3292,-0.920054
833,j,319240,99745.4,1.83085,2.93574
834,j,624395,83640.5,-2.69849,1.50658
835,j,109867,41810.4,1.61728,-0.963811
836,j,447321,187558,-1.50979,0.228071
837,j,106927,23898.6,2.17779,0.959121
838,j,132930,89049.5,0.951426,-1.51188
839,j,318394,83008.6,2.01712,1.51559
840,j,59391.1,38008.9,-1.01043,-2.71352
841,j,258200,183191,-0.872502,-2.6418
843,j,97926.6,89948.6,-0.371141,-3.00793
844,j,427706,125947,1.89147,0.96459
845,j,974688,174601,2.40412,-1.32761
846,j,237999,77574.3,-1.78465,3.01644
847,j,184535,178331,-0.253801,-3.09669
850,j,396490,47738.4,2.80599,-1.73309
851,j,118906,24748.3,2.25077,-2.09196
853,j,171920,75929.6,1.4565,2.43673
854,j,148482,109318,0.819205,-1.02266
857,j,285826,102065,1.68352,-1.66873
858,j,106763,50795.1,1.37136,-1.07779
859,j,101944,78121,0.74699,-0.0375118
860,j,256006,198574,0.732196,-0.673953
861,j,181098,98499.3,1.21234,-2.99237
862,j,109524,70911.1,0.994952,1.17667
863,j,231528,132489,1.14711,1.57012
864,j,93279.4,37639.1,-1.5537,-1.95364
865,j,327240,102923,-1.82253,2.40854
866,j,98601,76586.4,0.728147,-1.03341
867,j,34157.3,29582.3,-0.493608,-1.52803
868,j,138750,135691,0.0456373,2.47553
870,j,273708,58257.8,2.22811,-3.07948
872,j,174830,60968.6,-1.70796,2.617
874,j,78882.4,44335.9,-1.17037,-1.00604
875,j,82638.5,79738.2,0.237834,0.563667
876,j,193532,180164,-0.372406,2.84588
877,j,137522,45800,-1.7605,-0.929331
878,j,337885,36480.2,2.916,-1.8467
881,j,69141,27634.9,1.56408,0.0758952
882,j,350480,42232.6,-2.80487,-0.709026
883,j,228760,59402.3,-2.02384,-0.0933618
884,j,746416,35297.4,3.74396,-0.566122
885,j,151784,135987,-0.459382,1.70426
886,j,93366.1,88671.4,0.285121,-3.1231
887,j,69177.3,63239.4,0.340004,1.60615
888,j,331107,198951,-1.09589,1.3294
889,j,147578,121284,0.612795,0.0502895
890,j,235111,66908.5,-1.92808,0.657839
891,j,248375,231637,-0.292176,-2.86828
892,j,1.06625e+06,71467.6,3.39457,0.852303
894,j,1.08043e+06,70002.9,-3.42858,2.65167
895,j,167571,36829.9,2.19313,-2.06197
896,j,146597,50862.1,-1.71818,-1.51762
897,j,420622,248708,-1.11504,1.80993
898,j,1.90924e+06,73274.6,3.95301,-2.19106
900,j,76899.3,69812.7,0.344429,-2.82945
903,j,493941,158082,-1.80412,2.20142
904,j,96446.5,89826.3,-0.297914,-1.07153
905,j,209669,36554,2.43032,2.94782
906,j,193745,57051.2,1.8903,1.96207
907,j,217476,199209,0.400111,0.406208
908,j,355482,170132,1.35994,-0.338073
909,j,286362,58584.1,2.26769,-0.343893
911,j,88187.6,32599.5,1.64983,1.61692
912,j,388087,116074,-1.87569,2.84645
